City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Vardø,100,NO,1626834785,91,70.3705,31.1107,43.21,15.08
Souillac,40,MU,1626834786,60,-20.5167,57.5167,71.37,14.97
Biltine,100,TD,1626834786,52,14.5333,20.9167,82.26,10.45
Mumbwa,35,ZM,1626834786,59,-14.9783,27.0619,53.49,3.76
Cayenne,20,GF,1626834506,81,4.9333,-52.3333,82.09,1.99
Hamilton,1,US,1626834753,79,39.1834,-84.5333,76.44,4.61
Ullapool,58,GB,1626834787,94,57.8987,-5.1604,58.75,0.98
Sungai Penuh,92,ID,1626834787,54,-2.0833,101.3833,76.55,3.83
Gambiran,26,ID,1626834787,57,-6.7988,111.4951,85.28,7.25
Teahupoo,31,PF,1626834787,81,-17.8333,-149.2667,76.96,21.52
Port Hedland,29,AU,1626834788,44,-20.3167,118.5667,82.45,13.8
Butembo,63,CD,1626834788,94,0.15,29.2833,57.13,2.1
Saint-Augustin,93,CA,1626834788,85,51.226,-58.6502,58.05,10.96
Manokwari,100,ID,1626834789,78,-0.8667,134.0833,79.95,11.56
Santa Cecília,89,BR,1626834622,69,-26.9608,-50.4269,38.53,1.45
Pilar,16,BR,1626834789,92,-9.5972,-35.9567,71.53,3.78
Pampa,1,US,1626834789,64,35.5362,-100.9599,74.19,6.91
Nowy Tomyśl,58,PL,1626834790,80,52.3195,16.1284,58.77,5.3
Lubango,0,AO,1626834790,49,-14.9172,13.4925,53.64,5.68
Porto-Novo,76,BJ,1626834791,82,6.4965,2.6036,78.62,7.85
Mahébourg,40,MU,1626834791,60,-20.4081,57.7,71.26,14.97
Upernavik,100,GL,1626834791,85,72.7868,-56.1549,42.03,8.41
Meadow Lake,100,US,1626834791,62,34.8014,-106.5436,79.48,9.22
Sohag,53,EG,1626834792,25,26.557,31.6948,88.09,8.57
Luanda,11,AO,1626834506,90,-8.8368,13.2343,66.81,7.27
Bilma,99,NE,1626834792,40,18.6853,12.9164,85.96,7.4
Padang,99,ID,1626834792,68,-0.9492,100.3543,84.25,2.15
San Ramon,1,US,1626834793,63,37.7799,-121.978,81.63,3.0
San Quintín,23,MX,1626834793,82,30.4833,-115.95,70.5,11.01
Narsaq,100,GL,1626834793,99,60.9167,-46.05,44.82,3.6
Gilbués,37,BR,1626834793,36,-9.8317,-45.3439,73.08,3.15
Alice Springs,0,AU,1626834794,30,-23.7,133.8833,67.55,6.91
Aswān,0,EG,1626834794,19,24.0934,32.907,92.5,12.66
Estevan,90,CA,1626834794,94,49.1334,-102.9842,70.14,18.41
Caldwell,1,US,1626834794,40,43.6629,-116.6874,90.75,6.91
Walvis Bay,0,NA,1626834795,93,-22.9575,14.5053,55.09,8.05
Seguin,1,US,1626834795,75,29.5688,-97.9647,82.54,4.61
Pevek,87,RU,1626834795,71,69.7008,170.3133,43.21,6.85
Annau,3,TM,1626834795,25,37.8876,58.516,87.3,11.5
Lavrentiya,100,RU,1626834796,91,65.5833,-171.0,43.38,7.36
Gambēla,100,ET,1626834796,89,8.25,34.5833,68.7,2.39
Pichátaro,99,MX,1626834796,93,19.5667,-101.8,55.11,2.55
Zhigansk,97,RU,1626834797,51,66.7697,123.3711,64.78,15.66
Jijiga,99,ET,1626834797,77,9.35,42.8,61.9,19.73
Dalvik,68,IS,1626834797,70,65.9702,-18.5286,58.93,12.37
Basoko,57,CD,1626834797,84,1.2391,23.616,70.23,2.01
Kanashevo,54,RU,1626834798,64,55.2169,62.0634,70.11,13.42
Ancud,100,CL,1626834798,95,-41.8697,-73.8203,51.33,3.74
Piaçabuçu,13,BR,1626834798,83,-10.4056,-36.4344,73.76,9.1
Bystřice pod Hostýnem,82,CZ,1626834798,92,49.3992,17.674,56.53,2.24
Aquiraz,49,BR,1626834799,82,-3.9014,-38.3911,80.69,13.6
Atasū,37,KZ,1626834799,53,48.6814,71.6433,71.74,16.35
Ust-Tsilma,95,RU,1626834799,59,65.441,52.1498,59.32,4.56
Andenes,90,NO,1626834799,87,69.3143,16.1194,46.38,21.85
Kemijärvi,37,FI,1626834800,74,66.7131,27.4306,43.66,8.01
Tuatapere,100,NZ,1626834800,82,-46.1333,167.6833,46.81,3.56
Okitipupa,100,NG,1626834800,95,6.5047,4.7839,73.58,2.75
Mehamn,100,NO,1626834800,94,71.0357,27.8492,43.72,24.4
Winfield,1,US,1626834801,61,37.2398,-96.9956,79.77,4.61
Komsomol'skoye,5,RU,1626834801,83,55.2567,47.5461,65.05,6.53
Isangel,75,VU,1626834801,66,-19.55,169.2667,86.11,6.91
Carupano,88,VE,1626834801,84,10.6678,-63.2585,76.39,6.58
Novoseleznëvo,30,RU,1626834802,64,55.6821,69.2056,71.06,6.64
Yatou,91,CN,1626834802,64,37.15,122.3833,84.27,7.61
Katsuura,55,JP,1626834802,66,35.1333,140.3,87.91,6.8
Tura,100,IN,1626834803,83,25.5198,90.2201,81.23,4.54
Makakilo City,75,US,1626834803,66,21.3469,-158.0858,82.72,9.22
Rawson,23,AR,1626834803,58,-43.3002,-65.1023,49.44,7.36
Bereda,8,ES,1626834803,99,43.2686,-7.5406,61.0,0.87
Petropavlovsk-Kamchatskiy,20,RU,1626834736,64,53.0452,158.6483,72.19,11.18
Port Macquarie,78,AU,1626834804,53,-31.4333,152.9167,59.9,23.91
Berlevåg,100,NO,1626834804,93,70.8578,29.0864,43.54,23.47
Saint-Philippe,52,RE,1626834804,76,-21.3585,55.7679,69.35,14.38
Beringovskiy,100,RU,1626834804,85,63.05,179.3167,45.14,8.01
Amahai,99,ID,1626834805,87,-3.3333,128.9167,79.02,8.48
Scarborough,0,GB,1626834697,90,54.2797,-0.4044,62.92,1.99
Bonthe,100,SL,1626834805,85,7.5264,-12.505,76.26,9.93
Rockland,47,US,1626834805,90,41.1668,-74.0496,80.78,3.53
Arman',71,RU,1626834806,71,59.7,150.1667,63.3,8.03
Punta Gorda,1,US,1626834572,72,26.9298,-82.0454,86.02,5.01
Takaungu,23,KE,1626834806,89,-3.6837,39.8566,72.64,11.05
San Ignacio,75,BZ,1626834806,100,17.1561,-89.0714,73.54,0.0
Sovetskiy,100,RU,1626834807,92,61.3614,63.5842,62.42,5.1
Lagoa,5,PT,1626834807,79,39.05,-27.9833,67.46,19.95
Iguape,100,BR,1626834807,86,-24.7081,-47.5553,54.28,4.29
Guánica,1,PR,1626834807,81,17.9716,-66.908,82.02,1.99
Srednekolymsk,95,RU,1626834808,58,67.45,153.6833,68.63,16.55
Suntar,100,RU,1626834808,55,62.1444,117.6319,73.15,3.47
Port Hardy,75,CA,1626834808,63,50.6996,-127.4199,62.78,5.75
Faro,0,PT,1626834637,46,37.0194,-7.9322,74.98,1.14
Yulara,6,AU,1626834808,28,-25.2406,130.9889,69.64,6.91
Lüchow,95,DE,1626834809,85,52.9667,11.15,62.44,5.1
Ust-Nera,100,RU,1626834809,55,64.5667,143.2,74.59,3.36
Carmo do Rio Verde,0,BR,1626834809,37,-15.3536,-49.7075,67.26,3.85
Praia da Vitória,75,PT,1626834810,88,38.7333,-27.0667,68.25,11.65
Santiago de Cao,4,PE,1626834810,87,-7.9589,-79.2392,64.15,8.37
Port-Gentil,91,GA,1626834810,76,-0.7193,8.7815,74.73,10.49
Fürstenwalde,35,DE,1626834810,86,52.3667,14.0667,61.09,4.61
Urzhum,1,RU,1626834811,91,57.1141,49.9996,64.13,7.43
Nouakchott,87,MR,1626834811,87,18.0858,-15.9785,78.73,12.86
Morant Bay,7,JM,1626834811,86,17.8815,-76.4093,83.82,11.05
Namatanai,100,PG,1626834812,75,-3.6667,152.4333,82.63,6.17
Monrovia,97,LR,1626834711,78,6.3005,-10.7969,77.0,9.33
Dutlwe,0,BW,1626834812,31,-23.9833,23.9,46.4,7.92
Destin,1,US,1626834611,86,30.3935,-86.4958,82.36,4.61
Chapulhuacán,43,MX,1626834812,93,21.1667,-98.9,67.53,0.65
Kasangulu,0,CD,1626834813,78,-4.5911,15.1708,68.88,4.97
Maniitsoq,46,GL,1626834813,81,65.4167,-52.9,42.46,2.33
Māngrol,93,IN,1626834813,82,21.1167,70.1167,83.44,24.32
Darnah,9,LY,1626834813,78,32.767,22.6367,77.58,12.86
Caraquet,81,CA,1626834694,86,47.7941,-64.9386,66.78,2.37
Terrace,75,CA,1626834814,63,54.5163,-128.6035,64.31,18.41
Kamyshlov,11,RU,1626834737,60,56.8428,62.7111,72.48,15.97
Hannoversch Münden,45,DE,1626834814,87,51.4151,9.6505,59.99,1.25
Saint Simons,20,US,1626834814,100,31.1352,-81.3901,76.06,0.0
Polgár,94,HU,1626834815,90,47.8667,21.1167,60.94,7.52
Birao,100,CF,1626834815,94,10.2849,22.7882,70.86,4.14
Impfondo,93,CG,1626834815,67,1.6381,18.0667,74.84,2.53
Waipawa,52,NZ,1626834815,66,-41.4122,175.5153,53.46,7.83
Helena,90,US,1626834816,67,46.5927,-112.0361,72.59,6.91
Umeå,0,SE,1626834816,76,63.8284,20.2597,50.92,10.36
Ucluelet,1,CA,1626834608,79,48.9329,-125.5528,70.05,1.01
Garoowe,10,SO,1626834816,59,8.4054,48.4845,73.36,21.85
Gizo Government Station,92,SB,1626834816,80,-8.103,156.8419,81.18,10.27
Sørland,100,NO,1626834817,75,67.667,12.6934,49.95,21.12
Florianópolis,0,BR,1626834813,82,-27.6146,-48.5012,55.36,11.5
Labuhan,36,ID,1626834817,63,-6.8844,112.2051,84.99,4.29
Kayes,49,ML,1626834817,75,14.0,-11.0,81.39,7.14
Leningradskiy,26,RU,1626834818,71,69.3833,178.4167,38.1,9.04
Bria,100,CF,1626834818,99,6.5423,21.9863,67.28,2.57
Burnie,64,AU,1626834818,75,-41.0667,145.9167,53.35,11.63
Longjiang,3,CN,1626834818,61,47.3303,123.1836,86.86,5.57
Freeport,1,US,1626834519,86,40.6576,-73.5832,82.42,4.0
Rosetta,0,EG,1626834819,71,31.4044,30.4164,80.42,9.13
Evensk,23,RU,1626834819,79,61.95,159.2333,54.72,10.18
Changde,100,CN,1626834521,79,29.0464,111.6783,84.97,5.64
Shugurovo,74,RU,1626834819,90,54.5083,52.1326,67.82,9.17
Polyarny,100,RU,1626834793,93,69.1989,33.4478,43.27,19.53
Yinchuan,87,CN,1626834820,44,38.4681,106.2731,82.35,5.44
Sunrise Manor,1,US,1626834675,21,36.2111,-115.0731,107.11,5.75
Tandil,100,AR,1626834549,72,-37.3217,-59.1332,48.11,1.99
Nishihara,90,JP,1626834820,92,26.1842,127.7558,81.68,28.77
Cap Malheureux,2,MU,1626834668,66,-19.9842,57.6142,71.47,5.99
Arlit,32,NE,1626834820,43,18.7369,7.3853,87.42,11.01
Iranduba,75,BR,1626834821,81,-3.2847,-60.1861,82.69,3.0
Zhangaözen,0,KZ,1626834821,34,43.3,52.8,86.86,8.5
Shīeli,0,KZ,1626834821,29,44.1667,66.75,83.3,8.77
Fröndenberg,0,DE,1626834822,88,51.4667,7.7667,56.75,3.0
Shimanovsk,100,RU,1626834822,59,52.0,127.7,83.62,7.09
Iranshahr,20,IR,1626834822,47,27.2025,60.6848,82.74,4.61
Portmarnock,20,IE,1626834822,92,53.4231,-6.1375,63.91,2.3
Barcelos,19,PT,1626834823,96,41.5388,-8.6151,65.28,2.01
Parfen'yevo,4,RU,1626834823,69,58.484,43.4088,58.73,5.61
Pandan,100,PH,1626834823,71,14.0453,124.1694,86.25,13.62
Miguel Hidalgo,100,MX,1626834823,75,19.4225,-99.2028,64.58,2.21
Pārsābād,0,IR,1626834824,94,39.6482,47.9174,79.12,6.91
Townsville,0,AU,1626834824,23,-19.25,146.8,76.08,16.11
Kushmurun,15,KZ,1626834825,53,52.4503,64.6311,73.26,4.45
Adrar,9,MR,1626834825,11,20.5022,-10.0711,90.07,15.35
Kaeo,100,NZ,1626834826,93,-35.1,173.7833,60.33,16.51
Alofi,75,NU,1626834826,65,-19.0595,-169.9187,80.49,12.66
Amapá,29,BR,1626834826,97,1.0,-52.0,70.74,2.06
Gornorechenskiy,95,RU,1626834826,63,44.2624,135.1133,88.25,3.38
Vila Velha,40,BR,1626834827,82,-20.3297,-40.2925,60.75,3.44
Acapulco de Juárez,42,MX,1626834699,84,16.8634,-99.8901,81.73,7.25
Sergeevka,34,KZ,1626834827,57,53.88,67.4158,70.84,6.35
Ta Khmau,40,KH,1626834827,65,11.4833,104.95,84.25,11.5
Maragogi,4,BR,1626834828,82,-9.0122,-35.2225,74.19,8.63
Bilibino,88,RU,1626834828,32,68.0546,166.4372,66.38,3.0
Hailey,1,US,1626834828,34,43.5196,-114.3153,80.46,5.75
Mianyang,2,CN,1626834828,70,31.4593,104.7542,84.2,4.9
Misratah,0,LY,1626834829,75,32.3754,15.0925,76.82,5.35
Matadi,12,CD,1626834829,93,-5.8167,13.45,66.97,2.68
Kununurra,99,AU,1626834829,14,-15.7667,128.7333,84.18,9.22
Boralday,75,KZ,1626834829,29,43.3578,76.8594,80.46,4.47
Viranşehir,0,TR,1626834830,45,37.2353,39.7631,77.88,5.19
Kupang,20,ID,1626834830,45,-10.1667,123.5833,88.38,17.27
Shādegān,10,IR,1626834830,56,30.6497,48.6647,93.15,9.82
Aykhal,92,RU,1626834795,54,66.0,111.5,70.75,20.0
Hofn,2,IS,1626834831,66,64.2539,-15.2082,57.18,5.95
Pāvilosta,45,LV,1626834831,75,56.8879,21.1859,62.51,9.69
Grand Gaube,2,MU,1626834831,66,-20.0064,57.6608,71.38,5.99
Santiago del Estero,0,AR,1626834831,30,-27.7951,-64.2615,48.81,7.43
Sitka,40,US,1626834832,72,57.0531,-135.33,60.69,10.36
Tarauacá,0,BR,1626834832,69,-8.1614,-70.7656,66.54,2.62
Umluj,100,SA,1626834795,78,25.0213,37.2685,84.97,3.67
Tallahassee,75,US,1626834619,95,30.4383,-84.2807,79.65,3.44
Boa Vista,90,BR,1626834832,88,2.8197,-60.6733,76.98,2.3
Merauke,84,ID,1626834833,63,-8.4667,140.3333,82.18,18.07
Marfino,0,RU,1626834833,78,55.7028,37.3822,65.08,4.47
Chokurdakh,88,RU,1626834833,69,70.6333,147.9167,56.16,13.13
Abrau-Dyurso,95,RU,1626834833,80,44.69,37.59,74.66,4.65
Bara,96,NG,1626834834,85,10.3744,10.7288,75.18,8.41
Jalu,0,LY,1626834834,69,29.0331,21.5482,75.22,8.88
Carndonagh,0,IE,1626834834,90,55.25,-7.2667,55.85,2.93
Roseburg,1,US,1626834835,29,43.2165,-123.3417,81.09,12.66
Itoman,75,JP,1626834835,91,26.1247,127.6694,82.42,28.77
Kamaishi,72,JP,1626834835,72,39.2667,141.8833,90.55,4.41
Comodoro Rivadavia,0,AR,1626834835,71,-45.8667,-67.5,46.26,3.44
Bogo,100,PH,1626834836,65,11.0517,124.0055,86.0,14.03
Marsá Maţrūḩ,0,EG,1626834836,83,31.3525,27.2453,79.0,6.91
Departamento de Maldonado,18,UY,1626834836,72,-34.6667,-54.9167,51.22,11.39
Oraşu Nou,64,RO,1626834836,97,47.8333,23.2833,64.11,1.72
Gopālpur,100,IN,1626834837,68,19.2667,84.9167,86.25,5.59
Achit,100,RU,1626834837,95,56.7985,57.8994,65.43,6.96
Arumbāvūr,100,IN,1626834837,62,11.3833,78.7333,83.41,9.57
Effium,100,NG,1626834837,96,6.6292,8.0593,75.61,4.32
Tevriz,5,RU,1626834838,62,57.509,72.4042,69.62,4.32
Edson,20,CA,1626834838,100,53.5835,-116.4356,60.94,6.91
Nantucket,20,US,1626834838,95,41.2835,-70.0995,74.01,5.75
The Valley,1,AI,1626834839,83,18.217,-63.0578,82.26,19.24
Kulhudhuffushi,99,MV,1626834839,74,6.6221,73.07,83.01,14.99
San Cristobal,45,VE,1626834839,98,7.7669,-72.225,75.38,4.85
Répcelak,0,HU,1626834839,69,47.4211,17.018,59.05,10.8
Toora-Khem,0,RU,1626834840,46,52.4675,96.11,74.37,3.65
Lazo,100,RU,1626834713,56,43.3817,133.9014,87.73,2.01
Maposeni,2,TZ,1626834840,83,-10.5833,35.4,54.41,2.48
Yashkul',4,RU,1626834840,25,46.1711,45.3435,88.47,5.12
Nome,90,US,1626834840,82,64.5011,-165.4064,51.87,17.27
Antanifotsy,44,MG,1626834841,96,-19.65,47.3167,47.89,1.3
Tocopilla,8,CL,1626834713,62,-22.092,-70.1979,63.05,2.37
Shenjiamen,1,CN,1626834841,78,29.9576,122.298,81.72,16.37
Ostrov,27,RU,1626834841,90,57.3439,28.3537,56.93,5.84
Datong,71,CN,1626834842,50,40.0936,113.2914,79.12,11.3
Atocha,69,BO,1626834842,38,-20.9333,-66.2333,40.51,2.8
Belmonte,100,BR,1626834842,87,-15.8631,-38.8828,66.7,14.79
Ormara,100,PK,1626834842,86,25.2088,64.6357,83.01,17.34
Abonnema,35,NG,1626834843,84,4.7084,6.7931,74.23,4.97
Carahue,100,CL,1626834843,96,-38.7,-73.1667,48.4,0.98
Auki,29,SB,1626834843,66,-8.7676,160.7034,85.12,4.14
Nichinan,95,JP,1626834844,83,31.6,131.3667,84.47,17.76
Salmon Arm,3,CA,1626834844,43,50.6998,-119.3024,84.63,1.14
Goma,99,CD,1626834844,74,-1.6792,29.2228,65.37,0.94
Coos Bay,1,US,1626834844,78,43.3665,-124.2179,63.99,13.8
Avera,100,US,1626834845,95,33.194,-82.5271,74.08,6.51
Barrhead,90,GB,1626834845,88,55.7992,-4.3929,62.82,8.99
Mossamedes,0,AO,1626834845,89,-15.1961,12.1522,63.3,1.57
Lundamo,99,NO,1626834845,83,63.1333,10.3,47.57,2.35
Rocha,7,UY,1626834846,71,-34.4833,-54.3333,45.19,8.48
Peabody,40,US,1626834836,86,42.5279,-70.9287,77.04,1.01
Bandundu Province,14,CD,1626834846,39,-3.3167,17.3667,71.42,1.83
Fukuechō,0,JP,1626834846,54,32.6881,128.8419,86.36,12.66
Chotila,74,IN,1626834847,75,22.4167,71.1833,81.93,22.84
Emerald,1,AU,1626834847,34,-23.5333,148.1667,68.14,17.27
Clovis,20,US,1626834672,20,36.8252,-119.7029,100.29,18.41
Praia,40,CV,1626834847,83,14.9215,-23.5087,75.74,2.3
Nazca,0,PE,1626834848,59,-14.8333,-74.95,66.74,2.08
High Level,90,CA,1626834848,68,58.5169,-117.136,69.91,10.36
Uíge,1,AO,1626834848,85,-7.6087,15.0613,59.59,2.15
Preston,0,GB,1626834848,92,53.7667,-2.7167,64.67,4.07
Weiser,21,US,1626834849,31,44.251,-116.9693,91.6,5.44
Anori,58,BR,1626834849,78,-3.7728,-61.6442,75.76,2.37
Shelburne,37,CA,1626834608,97,44.0787,-80.2041,64.29,11.39
Semīrom,18,IR,1626834849,28,31.4167,51.5667,69.24,2.04
Pochutla,100,MX,1626834850,88,15.7432,-96.4661,82.81,3.8
Aklavik,8,CA,1626834850,25,68.2191,-135.0107,85.03,7.05
Tūkrah,13,LY,1626834850,75,32.5341,20.5791,76.87,6.4
Veydelevka,1,RU,1626834850,77,50.1521,38.4492,70.3,6.06
Laguna,1,US,1626834851,36,38.421,-121.4238,96.44,4.0
Sharjah city,0,AE,1626834851,54,25.3573,55.4033,97.25,1.14
Suleja,100,NG,1626834851,96,9.1758,7.1808,76.19,2.86
Inta,38,RU,1626834851,58,66.0317,60.1659,60.31,1.95
Vao,98,NC,1626834852,79,-22.6667,167.4833,69.49,10.54
Lumsden,89,CA,1626834852,79,50.6501,-104.8678,72.57,9.91
Lazurne,8,UA,1626834852,81,46.084,32.5295,72.05,6.98
Tilichiki,100,RU,1626834852,71,60.4667,166.1,57.02,5.68
Acheng,7,CN,1626834853,65,45.5454,126.977,85.93,6.85
Murgab,0,TM,1626834853,36,37.4966,61.9714,80.47,4.61
Presidencia Roque Sáenz Peña,0,AR,1626834853,50,-26.7852,-60.4388,45.27,4.27
Niceville,90,US,1626834853,87,30.5169,-86.4822,82.31,1.01
Gawler,99,AU,1626834607,71,-34.6,138.7333,56.46,4.9
Concepción,0,CL,1626834742,100,-36.827,-73.0498,51.6,5.75
Cabedelo,4,BR,1626834854,86,-6.9811,-34.8339,70.47,11.43
Byron Bay,6,AU,1626834778,44,-28.65,153.6167,65.05,14.2
Te Anau,100,NZ,1626834632,90,-45.4167,167.7167,46.9,2.57
Waldheim,70,DE,1626834854,93,51.0667,13.0167,58.62,5.21
Eyl,9,SO,1626834855,66,7.9803,49.8164,77.34,20.09
Kaitangata,100,NZ,1626834855,80,-46.2817,169.8464,45.93,3.58
Aksha,98,RU,1626834855,75,50.2814,113.2867,76.48,9.51
Marmora,4,IT,1626834855,71,44.4583,7.094,61.61,4.34
Paidha,81,UG,1626834856,84,2.4167,30.9855,60.98,4.07
Kijini,12,TZ,1626834856,86,-5.85,39.3167,73.58,11.61
Yanam,100,IN,1626834856,85,16.7333,82.2167,79.2,11.21
Cassilândia,80,BR,1626834857,19,-19.1133,-51.7342,54.9,2.73
Nikki,86,BJ,1626834857,88,9.9401,3.2108,72.66,7.4
